Opostcode,Ocity,ostreet,Ola,Olo,Ozone
4020,Liège,rue jean delvoye,"50,640831193787","5,5815174549417",4020AM
4020,Liège,rue jondry,"50,623615003779","5,5901008346723",4020AF
4020,Liège,rue joseph delboeuf,"50,624324021402","5,5895634154716",4020AC
4020,Liège,rue lairesse,"50,633375428706","5,5835720593175",4020AS
4020,Liège,rue latour,"50,631675489696","5,5814072370062",4020AT
4020,Liège,rue léon frédéricq,"50,633511047959","5,5758242970977",4020AB
4020,Liège,rue libotte,"50,6357162876","5,579905485853",4020AW
4020,Liège,rue louis jamme,"50,638396014992","5,585280871561",4020AM
4020,Liège,rue méan,"50,638156875496","5,5807656649589",4020AM
4020,Liège,rue natalis,"50,632224247562","5,5832908359157",4020AS
4020,Liège,rue oscar englebert,"50,629140285404","5,5796087957915",4020AD
4020,Liège,rue paul-joseph delcloche,"50,61873774595","5,5932767104357",4020AF
4020,Liège,rue pont saint-nicolas,"50,641043071596","5,5818717614034",4020AM
4020,Liège,rue porte grumsel,"50,638652968237","5,5835337776717",4020AM
4020,Liège,rue pré-binet,"50,629522605222","5,5851234745484",4020AT
4020,Liège,rue raes de heers,"50,639322091492","5,5847613045525",4020AM
4020,Liège,rue renoz,"50,632561092148","5,5754333905043",4020AB
4020,Liège,rue richard heintz,"50,628170293517","5,5835374050954",4020AD
4020,Liège,rue robertson,"50,636542041428","5,5843440216766",4020AV
4020,Liège,rue roture,"50,639729591215","5,5825175275972",4020AM
4020,Liège,rue rouleau,"50,639192694723","5,5839616852494",4020AM
4020,Liège,rue saint eloi,"50,641745187356","5,579950017007",4020AM
4020,Liège,rue saint remacle,"50,636806904661","5,5886291677287",4020AV
4020,Liège,rue saint vincent,"50,62543","5,58434",4020AD
4020,Liège,rue stappers,"50,620656455358","5,5922101189288",4020AF
4020,Liège,rue surlet,"50,640068206437","5,5817126321273",4020AM
4020,Liège,rue tour en bêche,"50,636808110166","5,5781564898389",4020AB
4020,Liège,rue valdor,"50,63679528465","5,5872449429036",4020AV
4020,Liège,rue vilette,"50,635015491127","5,5819295027427",4020AV
4030,Grivegnée,avenue des coteaux,"50,626458316188","5,5930230556852",4030AM
4030,Grivegnée,avenue fransisco ferrer,"50,629185666218","5,5882646950412",4030AM
4030,Grivegnée,cité des démineurs,"50,625756163812","5,5927224017186",4030AM
4030,Grivegnée,impasse chéra,"50,630592913449","5,5895521279417",4030AM
4030,Grivegnée,impasse nélis,"50,629674928611","5,5880301406455",4030AM
4030,Grivegnée,rue billy,"50,62752699483","5,590392507108",4030AM
4030,Grivegnée,rue bonne femme,"50,628884358999","5,5877600653563",4030AM
4030,Grivegnée,rue de la chartreuse,"50,626358985165","5,5916245335807",4030AM
4030,Grivegnée,rue des merwettes,"50,626864610371","5,5915495146779",4030AM
4030,Grivegnée,rue des oblats,"50,630129750013","5,5892421323115",4030AM
4030,Grivegnée,rue des pipiers,"50,628678440318","5,5870345768992",4030AM
4030,Grivegnée,rue du beau mur,"50,629819884886","5,5883071208248",4030AM
4030,Grivegnée,rue gilon,"50,625474425733","5,5939461765456",4030AM
4030,Grivegnée,rue kinet,"50,62657","5,59052",4030AM
4030,Grivegnée,rue sopers,"50,628364120974","5,5876736396043",4030AM
4030,Grivegnée,rue soubre,"50,628784028262","5,5896788598527",4030AM
